"DATE"	"CODBDI"	"CODNEG"	"TPMERC"	"NOMRES"	"MODREF"	"PREABE"	"PREULT"	"TOTNEG"	"QUATOT"	"VOLTOT"	"RET"
"2015-11-06"	"02"	"TECN3"	"010"	"SMILES"	"R$"	35.32	37.35	2231	421500	1.535891e7	-0.0025188916876574888
"2015-11-09"	"02"	"TECN3"	"010"	"SAO MARTINHO"	"R$"	48.07	47.2	1019	127400	6.019584e6	-0.01010101010101011
"2015-11-10"	"02"	"TECN3"	"010"	"SENIOR SOL"	"R$"	9.3	9.28	17	3800	35427.0	-0.012658227848101333
"2015-11-11"	"02"	"TECN3"	"010"	"SIERRABRASIL"	"R$"	16.41	16.46	13	2600	42738.0	-0.007633587786259605
"2015-11-12"	"02"	"TECN3"	"010"	"SANTOS BRP"	"R$"	14.78	14.9	221	42400	635230.0	0.00765306122448986
"2015-11-13"	"02"	"TECN3"	"010"	"SUL AMERICA"	"R$"	22.11	22.36	2141	422700	9.487372e6	0.0
"2015-11-16"	"02"	"TECN3"	"010"	"SUZANO PAPEL"	"R$"	18.62	19.06	4624	3654900	6.9040812e7	0.005089058524173033
"2015-11-17"	"02"	"TECN3"	"010"	"SWEETCOSMET"	"R$"	0.14	0.13	7	18500	2470.0	-0.005025125628140708
"2015-11-18"	"02"	"TECN3"	"010"	"TAESA"	"R$"	18.46	18.5	1322	247600	4.574136e6	-0.012562814070351714
"2015-11-19"	"02"	"TECN3"	"010"	"TRACTEBEL"	"R$"	35.06	35.07	1135	450300	1.5938587e7	-0.005012531328320806
"2015-11-23"	"02"	"TECN3"	"010"	"TECNISA"	"R$"	2.75	2.78	1144	934400	2.559361e6	0.002518891687657377
"2015-11-24"	"02"	"TECN3"	"010"	"TECHNOS"	"R$"	3.94	3.77	135	81000	312090.0	-0.014851485148514865
"2015-11-25"	"02"	"TECN3"	"010"	"TELEBRAS"	"R$"	0.71	0.7	10	2900	2045.0	-0.02010050251256283
"2015-11-26"	"02"	"TECN3"	"010"	"TEMPO PART"	"R$"	3.85	3.83	19	7600	29221.0	-0.043147208121827395
"2015-11-27"	"02"	"TECN3"	"010"	"TEREOS"	"R$"	27.0	25.9	154	58400	1.523695e6	-0.015789473684210423
"2015-11-30"	"02"	"TECN3"	"010"	"TEGMA"	"R$"	4.43	4.45	234	33200	146697.0	-0.021276595744680753
"2015-11-03"	"02"	"TELB4"	"010"	"TIM PART S/A"	"R$"	8.07	8.07	2009	1632200	1.3207729e7	-0.06666666666666672
"2015-11-04"	"02"	"TELB4"	"010"	"TOTVS"	"R$"	35.53	36.0	744	109900	3.934884e6	-0.023529411764705903
"2015-11-05"	"02"	"TELB4"	"010"	"TRIUNFO PART"	"R$"	3.15	3.19	169	40700	129483.0	0.0
"2015-11-06"	"02"	"TELB4"	"010"	"TRAN PAULIST"	"R$"	43.62	44.4	952	224300	9.867266e6	-0.047058823529411674
"2015-11-09"	"02"	"TELB4"	"010"	"TUPY"	"R$"	19.75	19.6	591	319800	6.312461e6	0.0
"2015-11-10"	"02"	"TELB4"	"010"	"UNICASA"	"R$"	1.66	1.64	40	127900	205480.0	-0.07142857142857137
"2015-11-11"	"02"	"TELB4"	"010"	"ULTRAPAR"	"R$"	65.27	67.17	2655	1138000	7.6059094e7	-0.050000000000000044
"2015-11-12"	"02"	"TELB4"	"010"	"UNIPAR"	"R$"	3.85	3.84	11	12000	46047.0	-0.08860759493670893
"2015-11-13"	"02"	"TELB4"	"010"	"USIMINAS"	"R$"	7.09	7.07	172	30600	216472.0	-0.054054054054054106
"2015-11-16"	"02"	"TELB4"	"010"	"USIMINAS"	"R$"	2.6	2.56	5115	7339600	1.9106309e7	-0.013888888888888902
"2015-11-17"	"02"	"TELB4"	"010"	"V-AGRO"	"R$"	13.35	13.33	82	18000	240422.0	0.09859154929577474
"2015-11-18"	"02"	"TELB4"	"010"	"VALE"	"R$"	14.12	14.19	4820	3880800	5.4977633e7	-0.03846153846153849
"2015-11-19"	"02"	"TELB4"	"010"	"VALE"	"R$"	11.78	11.76	11668	8614900	1.01387807e8	-0.07692307692307698
"2015-11-23"	"02"	"TELB4"	"010"	"VIVER"	"R$"	0.03	0.03	5	151200	4536.0	-0.013513513513513526
"2015-11-24"	"02"	"TELB4"	"010"	"TELEF BRASIL"	"R$"	38.12	38.51	3082	1364600	5.2109789e7	-0.014084507042253534
"2015-11-25"	"02"	"TELB4"	"010"	"VALID"	"R$"	43.21	44.29	863	152900	6.647744e6	0.0
"2015-11-26"	"02"	"TELB4"	"010"	"VIAVAREJO"	"R$"	4.3	4.15	2170	509100	2.112642e6	-0.014084507042253534
"2015-11-27"	"02"	"TELB4"	"010"	"WEG"	"R$"	15.48	15.35	6265	1066900	1.6267585e7	-0.0142857142857143
"2015-11-30"	"02"	"TELB4"	"010"	"WHIRLPOOL"	"R$"	2.64	2.84	8	3200	8791.0	-0.0142857142857143
"2015-11-03"	"02"	"TEMP3"	"010"	"ABC BRASIL"	"R$"	9.59	9.39	551	137100	1.293524e6	0.010498687664042003
"2015-11-04"	"02"	"TEMP3"	"010"	"AMBEV S/A"	"R$"	18.77	18.57	24877	9169000	1.71208024e8	0.013157894736842176
"2015-11-05"	"02"	"TEMP3"	"010"	"BRASILAGRO"	"R$"	10.72	10.77	93	13400	143789.0	0.02393617021276604
"2015-11-06"	"02"	"TEMP3"	"010"	"ALPARGATAS"	"R$"	9.5	9.5	3	2100	19950.0	0.007853403141361322
"2015-11-09"	"02"	"TEMP3"	"010"	"ALPARGATAS"	"R$"	7.55	7.69	2003	601400	4.53382e6	0.013262599469495973
"2015-11-10"	"02"	"TEMP3"	"010"	"ALIANSCE"	"R$"	11.97	11.64	1025	186600	2.192359e6	0.015957446808510654
"2015-11-11"	"02"	"TEMP3"	"010"	"ALUPAR"	"R$"	14.5	14.3	703	112000	1.614906e6	0.013262599469495973
"2015-11-12"	"02"	"TEMP3"	"010"	"LOJAS MARISA"	"R$"	6.57	6.33	177	87200	562152.0	-0.027918781725888294
"2015-11-13"	"02"	"TEMP3"	"010"	"ANIMA"	"R$"	12.37	12.2	1787	353100	4.281574e6	-0.015424164524421607
"2015-11-16"	"02"	"TEMP3"	"010"	"ARTERIS"	"R$"	9.78	9.76	125	295800	2.893479e6	0.0
"2015-11-17"	"02"	"TEMP3"	"010"	"AREZZO CO"	"R$"	23.2	22.75	744	117800	2.716533e6	0.0
"2015-11-18"	"02"	"TEMP3"	"010"	"AMAZONIA"	"R$"	0.24	0.24	4	17000	4080.0	-0.015503875968992262
"2015-11-19"	"02"	"TEMP3"	"010"	"BRASIL"	"R$"	17.76	17.29	14341	6465400	1.12034789e8	0.018276762402088732
"2015-11-23"	"02"	"TEMP3"	"010"	"BRADESCO"	"R$"	25.21	24.45	9091	2817400	6.9931576e7	-0.01546391752577321
"2015-11-24"	"02"	"TEMP3"	"010"	"BRADESCO"	"R$"	22.18	21.55	30490	13952500	3.03401312e8	-0.010362694300518144
"2015-11-25"	"02"	"TEMP3"	"010"	"BR BROKERS"	"R$"	1.62	1.52	136	74200	114668.0	0.0
"2015-11-26"	"02"	"TEMP3"	"010"	"BBSEGURIDADE"	"R$"	28.05	27.1	13965	3455500	9.4383944e7	-0.005194805194805199
"2015-11-27"	"02"	"TEMP3"	"010"	"BTG PACTUAL"	"R$"	23.3	22.85	6095	4465600	1.02380791e8	0.002604166666666727
"2015-11-30"	"02"	"TEMP3"	"010"	"MINERVA"	"R$"	11.74	11.4	3953	1152500	1.334108e7	-0.012820512820512775
"2015-11-03"	"02"	"TERI3"	"010"	"BANESTES"	"R$"	1.83	1.84	10	1300	2387.0	-0.01754385964912263
"2015-11-04"	"02"	"TERI3"	"010"	"BANCO PAN"	"R$"	1.58	1.56	16	15500	24125.0	-0.01754385964912263
"2015-11-05"	"02"	"TERI3"	"010"	"BR PHARMA"	"R$"	16.34	15.89	45	6100	96646.0	0.15789473684210542
"2015-11-06"	"02"	"TERI3"	"010"	"BRADESPAR"	"R$"	5.2	4.98	225	41100	211619.0	-0.11764705882352951
"2015-11-09"	"02"	"TERI3"	"010"	"BRADESPAR"	"R$"	5.94	5.55	12327	4824900	2.7816179e7	-0.0338983050847458
"2015-11-10"	"02"	"TERI3"	"010"	"BRF SA"	"R$"	56.79	55.7	10385	1839900	1.02959737e8	-0.017241379310344845
"2015-11-11"	"02"	"TERI3"	"010"	"BR INSURANCE"	"R$"	20.18	20.24	81	35000	704721.0	0.0
"2015-11-12"	"02"	"TERI3"	"010"	"BRASKEM"	"R$"	15.84	15.84	2	200	3168.0	-0.05172413793103434
"2015-11-13"	"02"	"TERI3"	"010"	"BRASKEM"	"R$"	25.07	25.64	6378	1498700	3.8447013e7	-0.03571428571428574
"2015-11-16"	"02"	"TERI3"	"010"	"BR MALLS PAR"	"R$"	13.29	13.2	8982	2586800	3.4090874e7	0.0
"2015-11-17"	"02"	"TERI3"	"010"	"BR PROPERT"	"R$"	10.53	10.39	2712	412500	4.304728e6	-0.03636363636363639
"2015-11-18"	"02"	"TERI3"	"010"	"BANRISUL"	"R$"	6.15	5.8	6012	2048100	1.2035382e7	0.03773584905660381
"2015-11-19"	"02"	"TERI3"	"010"	"B2W DIGITAL"	"R$"	14.9	14.72	1822	437500	6.381322e6	-0.01785714285714287
"2015-11-23"	"02"	"TERI3"	"010"	"BMFBOVESPA"	"R$"	11.99	11.76	30284	10603600	1.25407363e8	0.03636363636363619
"2015-11-24"	"02"	"TERI3"	"010"	"CSU CARDSYST"	"R$"	3.0	2.99	44	36300	107333.0	-0.01785714285714287
"2015-11-25"	"02"	"TERI3"	"010"	"CCR SA"	"R$"	13.22	13.17	17204	3534000	4.6909921e7	0.03636363636363619
"2015-11-26"	"02"	"TERI3"	"010"	"CCX CARVAO"	"R$"	3.67	3.7	9	4700	17263.0	-0.04074074074074079
"2015-11-27"	"02"	"TERI3"	"010"	"CESP"	"R$"	14.0	14.15	3144	828100	1.1518219e7	-0.19945355191256828
"2015-11-30"	"02"	"TERI3"	"010"	"COMGAS"	"R$"	40.9	40.95	152	113500	4.648496e6	0.09286070893659508
"2015-11-03"	"02"	"TGMA3"	"010"	"GRAZZIOTIN"	"R$"	9.91	9.85	18	7400	73107.0	0.07046070460704613
"2015-11-04"	"02"	"TGMA3"	"010"	"CIELO"	"R$"	37.46	36.86	15214	3393100	1.25769589e8	0.017632241813601974
"2015-11-05"	"02"	"TGMA3"	"010"	"CELESC"	"R$"	12.29	12.11	158	63200	760078.0	0.019559902200489015
"2015-11-06"	"02"	"TGMA3"	"010"	"CEMIG"	"R$"	6.98	6.77	520	235200	1.592901e6	0.030805687203791447
"2015-11-09"	"02"	"TGMA3"	"010"	"CEMIG"	"R$"	7.27	6.96	9300	4332900	3.0506034e7	0.018181818181818195
"2015-11-10"	"02"	"TGMA3"	"010"	"COELCE"	"R$"	38.21	37.63	73	9400	355532.0	-0.00896860986547086
"2015-11-11"	"02"	"TGMA3"	"010"	"CPFL ENERGIA"	"R$"	16.4	15.9	6865	2218300	3.5502015e7	-0.0022624434389139788
"2015-11-12"	"02"	"TGMA3"	"010"	"COPEL"	"R$"	19.98	19.32	112	41200	804681.0	-0.045146726862302325
"2015-11-13"	"02"	"TGMA3"	"010"	"COPEL"	"R$"	30.18	29.2	2786	461200	1.3581144e7	0.030952380952380926
"2015-11-16"	"02"	"TGMA3"	"010"	"CPFL RENOVAV"	"R$"	10.87	11.0	3	300	3287.0	0.018390804597701167
"2015-11-17"	"02"	"TGMA3"	"010"	"SOUZA CRUZ"	"R$"	27.64	27.6	57	24900	687309.0	-0.015625000000000062
"2015-11-18"	"02"	"TGMA3"	"010"	"COSAN"	"R$"	25.21	25.16	4143	943900	2.3738801e7	-0.011363636363636524
"2015-11-19"	"02"	"TGMA3"	"010"	"COPASA"	"R$"	16.53	16.63	940	120800	1.984405e6	0.020594965675057177
"2015-11-23"	"02"	"TGMA3"	"010"	"SID NACIONAL"	"R$"	5.96	5.88	10135	5768100	3.461213e7	-0.017699115044247607
"2015-11-24"	"02"	"TGMA3"	"010"	"CONTAX"	"R$"	0.85	0.81	595	821000	671654.0	-0.006681514476614754
"2015-11-25"	"02"	"TGMA3"	"010"	"CONTAX"	"R$"	0.2	0.17	386	1106700	199135.0	0.0
"2015-11-26"	"02"	"TGMA3"	"010"	"CETIP"	"R$"	38.09	37.58	8728	1666400	6.2906238e7	0.004514672686230353
"2015-11-27"	"02"	"TGMA3"	"010"	"CVC BRASIL"	"R$"	14.92	14.3	1161	296900	4.264988e6	-0.009111617312072901
"2015-11-30"	"02"	"TGMA3"	"010"	"CYRELA REALT"	"R$"	8.05	8.0	7056	3264100	2.6275052e7	-0.060889929742388715
"2015-11-03"	"02"	"TIMP3"	"010"	"COSAN LTD"	"R$"	14.75	14.46	835	111700	1.604747e6	0.0
"2015-11-04"	"02"	"TIMP3"	"010"	"DUFRY AG"	"R$"	446.99	444.0	1165	20786	9.12942463e6	0.01754385964912264
"2015-11-05"	"02"	"TIMP3"	"010"	"DASA"	"R$"	9.1	9.05	12	1700	15319.0	-0.008055235903337203
"2015-11-06"	"02"	"TIMP3"	"010"	"DIRECIONAL"	"R$"	3.64	3.56	1178	293600	1.057184e6	-0.019836639439906642
"2015-11-09"	"02"	"TIMP3"	"010"	"DURATEX"	"R$"	7.1	6.91	4381	1334700	9.453955e6	-0.026128266033254233
"2015-11-10"	"02"	"TIMP3"	"010"	"ECORODOVIAS"	"R$"	5.71	5.47	13407	3218700	1.7823692e7	0.039263803680981625
"2015-11-11"	"02"	"TIMP3"	"010"	"ELETROBRAS"	"R$"	6.02	5.97	3932	2182600	1.3074041e7	-0.0011890606420927215
"2015-11-12"	"02"	"TIMP3"	"010"	"ELETROBRAS"	"R$"	10.75	10.77	2512	799700	8.617703e6	-0.023809523809523937
"2015-11-13"	"02"	"TIMP3"	"010"	"ELETROPAULO"	"R$"	8.42	8.11	1484	2423000	1.9680929e7	-0.0024570024570026226
"2015-11-16"	"02"	"TIMP3"	"010"	"EMBRAER"	"R$"	29.13	29.24	5308	1323400	3.8580481e7	-0.025547445255474553
"2015-11-17"	"02"	"TIMP3"	"010"	"ENERGIAS BR"	"R$"	12.33	12.03	8555	3333800	4.0290417e7	0.012391573729863648
"2015-11-18"	"02"	"TIMP3"	"010"	"EQUATORIAL"	"R$"	36.42	34.82	8502	3513600	1.2350855e8	-0.0012315270935960329
"2015-11-19"	"02"	"TIMP3"	"010"	"ESTACIO PART"	"R$"	15.01	14.01	9561	1809700	2.5937508e7	0.021924482338611412
"2015-11-23"	"02"	"TIMP3"	"010"	"ETERNIT"	"R$"	2.26	2.21	138	104400	231759.0	0.014201183431952782
"2015-11-24"	"02"	"TIMP3"	"010"	"EUCATEX"	"R$"	2.74	2.72	48	17100	45509.0	-0.02350176263219733
"2015-11-25"	"02"	"TIMP3"	"010"	"EVEN"	"R$"	4.29	4.31	2852	740900	3.201425e6	-0.012165450121654674
"2015-11-26"	"02"	"TIMP3"	"010"	"EZTEC"	"R$"	13.51	13.4	2927	1126800	1.5092728e7	0.0
"2015-11-27"	"02"	"TIMP3"	"010"	"FERBASA"	"R$"	7.25	7.09	207	59700	424269.0	-0.02743142144638401
"2015-11-30"	"02"	"TIMP3"	"010"	"FER HERINGER"	"R$"	1.74	1.66	46	43900	74295.0	-0.0064935064935064705
"2015-11-03"	"02"	"TOTS3"	"010"	"FIBRIA"	"R$"	56.43	57.13	5682	1222700	6.8871927e7	0.0676229508196722
"2015-11-04"	"02"	"TOTS3"	"010"	"FORJA TAURUS"	"R$"	1.05	1.05	23	43500	46543.0	-0.029315068493150694
"2015-11-05"	"02"	"TOTS3"	"010"	"FLEURY"	"R$"	16.13	16.49	1046	156400	2.560003e6	0.03725656223539374
"2015-11-06"	"02"	"TOTS3"	"010"	"FRAS-LE"	"R$"	3.65	3.66	4	10400	37964.0	-0.004899292324442017
"2015-11-09"	"02"	"TOTS3"	"010"	"AES TIETE"	"R$"	13.44	13.47	813	340300	4.546039e6	0.009299781181619154
"2015-11-10"	"02"	"TOTS3"	"010"	"AES TIETE"	"R$"	13.75	13.54	4538	1197900	1.6046055e7	-0.008426202772492588
"2015-11-11"	"02"	"TOTS3"	"010"	"GAFISA"	"R$"	2.68	2.63	2294	1810300	4.770933e6	-0.0058011049723757134
"2015-11-12"	"02"	"TOTS3"	"010"	"GERDAU"	"R$"	4.35	4.34	1487	466300	2.035106e6	0.0011046672190002525
"2015-11-13"	"02"	"TOTS3"	"010"	"GERDAU"	"R$"	6.05	6.03	16077	9511200	5.774168e7	-0.0019353055017970772
"2015-11-16"	"02"	"TOTS3"	"010"	"GERDAU MET"	"R$"	1.8	1.77	75	274500	484225.0	-0.02728024249104442
"2015-11-17"	"02"	"TOTS3"	"010"	"GERDAU MET"	"R$"	2.0	1.98	13403	12551500	2.4890151e7	0.009629000283205786
"2015-11-18"	"02"	"TOTS3"	"010"	"GOL"	"R$"	3.45	3.45	2195	620000	2.145127e6	-0.0039008080245193804
"2015-11-19"	"02"	"TOTS3"	"010"	"GP INVEST"	"R$"	7.79	7.8	3	300	2338.0	-0.015109121432568526
"2015-11-23"	"02"	"TOTS3"	"010"	"GRENDENE"	"R$"	17.18	17.05	1282	232400	3.95989e6	0.01860202931228872
"2015-11-24"	"02"	"TOTS3"	"010"	"GENERALSHOPP"	"R$"	2.48	2.43	23	4800	11733.0	-0.023287671232876752
"2015-11-25"	"02"	"TOTS3"	"010"	"GUARARAPES"	"R$"	49.4	49.4	115	18700	914236.0	0.005365715899463565
"2015-11-26"	"02"	"TOTS3"	"010"	"GUARARAPES"	"R$"	47.99	47.4	166	24600	1.163279e6	0.013228257810301122
"2015-11-27"	"02"	"TOTS3"	"010"	"HELBOR"	"R$"	1.97	1.95	2047	656600	1.266223e6	-0.0014064697609000609
"2015-11-30"	"02"	"TOTS3"	"010"	"CIA HERING"	"R$"	15.44	15.2	2183	499100	7.545683e6	-0.056651634723788
"2015-11-03"	"02"	"TPIS3"	"010"	"HYPERMARCAS"	"R$"	22.56	22.79	13898	3977000	9.104359e7	-0.03278688524590152
"2015-11-04"	"02"	"TPIS3"	"010"	"IDEIASNET"	"R$"	8.58	8.63	42	14900	127957.0	-0.03040540540540536
"2015-11-05"	"02"	"TPIS3"	"010"	"IGB S/A"	"R$"	2.28	2.3	9	3500	7854.0	-0.01742160278745654
"2015-11-06"	"02"	"TPIS3"	"010"	"IGUATEMI"	"R$"	21.85	22.13	1749	364500	7.974141e6	0.017857142857142953
"2015-11-09"	"02"	"TPIS3"	"010"	"ITAUSA"	"R$"	7.69	7.55	30	10000	75937.0	-0.031358885017421706
"2015-11-10"	"02"	"TPIS3"	"010"	"ITAUSA"	"R$"	7.49	7.35	39570	26031400	1.92904385e8	0.007194244604316554
"2015-11-11"	"02"	"TPIS3"	"010"	"ITAUUNIBANCO"	"R$"	26.29	25.49	210	42700	1.097612e6	0.017857142857142953
"2015-11-12"	"02"	"TPIS3"	"010"	"ITAUUNIBANCO"	"R$"	28.12	27.57	33811	14944000	4.15924619e8	-0.04929577464788722
"2015-11-13"	"02"	"TPIS3"	"010"	"J B DUARTE"	"R$"	8.6	8.52	7	1000	8584.0	0.0
"2015-11-16"	"02"	"TPIS3"	"010"	"JBS"	"R$"	13.35	13.46	15660	7698400	1.03705676e8	-0.007462686567164185
"2015-11-17"	"02"	"TPIS3"	"010"	"JHSF PART"	"R$"	1.43	1.38	401	331600	456249.0	0.030075187969924838
"2015-11-18"	"02"	"TPIS3"	"010"	"JSL"	"R$"	9.26	9.24	136	51700	477838.0	0.06360424028268541
"2015-11-19"	"02"	"TPIS3"	"010"	"KEPLER WEBER"	"R$"	21.3	21.0	51	14000	294415.0	0.06557377049180334
"2015-11-23"	"02"	"TPIS3"	"010"	"KLABIN S/A"	"R$"	24.56	24.22	9024	2516200	6.1019014e7	-0.02752293577981647
"2015-11-24"	"02"	"TPIS3"	"010"	"KLABIN S/A"	"R$"	4.06	4.02	115	53700	214970.0	0.0
"2015-11-25"	"02"	"TPIS3"	"010"	"KROTON"	"R$"	9.6	9.3	37363	15770800	1.46465156e8	-0.04672897196261679
"2015-11-26"	"02"	"TPIS3"	"010"	"LOJAS AMERIC"	"R$"	12.8	12.49	1755	359700	4.512576e6	0.01269841269841271
"2015-11-27"	"02"	"TPIS3"	"010"	"LOJAS AMERIC"	"R$"	18.63	18.2	5739	1491800	2.7212784e7	0.027607361963190278
"2015-11-30"	"02"	"TPIS3"	"010"	"LOCAMERICA"	"R$"	3.47	3.44	18	67100	232229.0	-0.06287425149700598
"2015-11-03"	"02"	"TRPL4"	"010"	"METAL LEVE"	"R$"	26.15	26.38	939	176700	4.660923e6	0.01576576576576583
"2015-11-04"	"02"	"TRPL4"	"010"	"LIGHT S/A"	"R$"	11.76	11.08	4489	1960900	2.1975328e7	0.02993348115299338
"2015-11-05"	"02"	"TRPL4"	"010"	"LINX"	"R$"	49.45	48.25	812	172100	8.400807e6	-0.00021602937999563643
"2015-11-06"	"02"	"TRPL4"	"010"	"LE LIS BLANC"	"R$"	2.44	2.24	496	221800	519675.0	-0.019230769230769242
"2015-11-09"	"02"	"TRPL4"	"010"	"LOG-IN"	"R$"	1.27	1.27	152	81400	102395.0	-0.05545889517181377
"2015-11-10"	"02"	"TRPL4"	"010"	"LOPES BRASIL"	"R$"	2.56	2.51	496	108300	270906.0	0.04766290582546628
"2015-11-11"	"02"	"TRPL4"	"010"	"LOJAS RENNER"	"R$"	18.7	18.25	9895	2477800	4.5438845e7	-0.0017425397516880484
"2015-11-12"	"02"	"TRPL4"	"010"	"MAGNESITA SA"	"R$"	2.86	2.97	306	1660500	4.789152e6	-0.0010855405992185032
"2015-11-13"	"02"	"TRPL4"	"010"	"M.DIASBRANCO"	"R$"	78.64	77.3	659	898400	6.9788485e7	0.003452740612861385
"2015-11-16"	"02"	"TRPL4"	"010"	"IMC S/A"	"R$"	3.78	3.55	201	200000	712654.0	-0.017562647247804677
"2015-11-17"	"02"	"TRPL4"	"010"	"MAGAZ LUIZA"	"R$"	10.69	10.0	1594	215100	2.199791e6	0.015583845478489922
"2015-11-18"	"02"	"TRPL4"	"010"	"MILLS"	"R$"	3.92	3.6	1021	307500	1.152297e6	0.004301075268817265
"2015-11-19"	"02"	"TRPL4"	"010"	"MMX MINER"	"R$"	0.28	0.27	218	99100	27458.0	0.008676789587852464
"2015-11-23"	"02"	"TRPL4"	"010"	"MINUPAR"	"R$"	0.04	0.04	10	177100	7089.0	-0.008230452674897174
"2015-11-24"	"02"	"TRPL4"	"010"	"MULTIPLUS"	"R$"	37.81	37.68	1166	163100	6.128907e6	-0.0019715224534500833
"2015-11-25"	"02"	"TRPL4"	"010"	"MARFRIG"	"R$"	6.37	6.33	6634	2172300	1.3645353e7	-0.009957955299845004
"2015-11-26"	"02"	"TRPL4"	"010"	"MRV"	"R$"	8.75	8.58	8252	2060600	1.7843838e7	0.017881705639614883
"2015-11-27"	"02"	"TRPL4"	"010"	"MULTIPLAN"	"R$"	44.29	44.39	3963	607000	2.6690235e7	-0.02298850574712635
"2015-11-30"	"02"	"TRPL4"	"010"	"IOCHP-MAXION"	"R$"	14.93	15.1	2094	330000	4.984866e6	0.00434782608695647
"2015-11-03"	"02"	"TUPY3"	"010"	"NATURA"	"R$"	23.44	22.46	4506	800100	1.8323876e7	-0.009519276534983476
"2015-11-04"	"02"	"TUPY3"	"010"	"ODONTOPREV"	"R$"	10.12	10.2	3248	1570700	1.5977937e7	0.01137980085348499
"2015-11-05"	"02"	"TUPY3"	"010"	"OUROFINO S/A"	"R$"	33.31	33.24	24	4800	158671.0	-0.0065298507462686825
"2015-11-06"	"02"	"TUPY3"	"010"	"OI"	"R$"	3.19	3.0	2767	996300	3.117703e6	-0.013621418506340965
"2015-11-09"	"02"	"TUPY3"	"010"	"OI"	"R$"	1.88	1.81	2745	2304300	4.27363e6	-0.004287756074321099
"2015-11-10"	"02"	"TUPY3"	"010"	"PARCORRETORA"	"R$"	10.5	10.55	1042	228500	2.385871e6	-0.022868032396379082
"2015-11-11"	"02"	"TUPY3"	"010"	"P.ACUCAR-CBD"	"R$"	51.39	49.75	4529	792200	3.9815105e7	0.013024602026049183
"2015-11-12"	"02"	"TUPY3"	"010"	"PDG REALT"	"R$"	1.69	1.69	108	102600	174281.0	-0.01137980085348499
"2015-11-13"	"02"	"TUPY3"	"010"	"PETROBRAS"	"R$"	9.6	9.33	25465	12721400	1.20256132e8	-0.0037914691943128835
"2015-11-16"	"02"	"TUPY3"	"010"	"PETROBRAS"	"R$"	7.81	7.6	39881	38334200	2.94666385e8	-0.011417697431018003
"2015-11-17"	"02"	"TUPY3"	"010"	"PROFARMA"	"R$"	5.85	5.87	16	10300	60468.0	-0.013882240306366641
"2015-11-18"	"02"	"TUPY3"	"010"	"PARANAPANEMA"	"R$"	2.55	2.54	1027	311900	785421.0	-0.015444015444015458
"2015-11-19"	"02"	"TUPY3"	"010"	"DIMED"	"R$"	258.89	247.0	17	1900	474223.0	0.004388103364212572
"2015-11-23"	"02"	"TUPY3"	"010"	"MARCOPOLO"	"R$"	2.24	2.2	82	49100	109139.0	-0.027777777777777714
"2015-11-24"	"02"	"TUPY3"	"010"	"MARCOPOLO"	"R$"	2.4	2.4	3093	964700	2.320686e6	0.001525165226232719
"2015-11-25"	"02"	"TUPY3"	"010"	"POSITIVO INF"	"R$"	1.69	1.74	249	40600	68975.0	0.013824884792626705
"2015-11-26"	"02"	"TUPY3"	"010"	"PETRORIO"	"R$"	1.92	1.97	223	99500	194660.0	-0.007594936708860687
"2015-11-27"	"02"	"TUPY3"	"010"	"PRUMO"	"R$"	1.04	1.03	646	1347600	1.390047e6	0.03055411703780424
"2015-11-30"	"02"	"TUPY3"	"010"	"PORTO SEGURO"	"R$"	34.8	34.0	1965	313700	1.0680114e7	0.004018081366147579
"2015-11-03"	"02"	"UCAS3"	"010"	"PORTOBELLO"	"R$"	2.29	2.22	29	32200	72544.0	-0.023809523809523832
"2015-11-04"	"02"	"UCAS3"	"010"	"QGEP PART"	"R$"	6.36	6.2	1756	480400	2.983992e6	0.02994011976047907
"2015-11-05"	"02"	"UCAS3"	"010"	"QUALICORP"	"R$"	15.93	15.75	6768	1159200	1.8432638e7	0.011627906976744196
"2015-11-06"	"02"	"UCAS3"	"010"	"RAIADROGASIL"	"R$"	42.46	40.48	5701	1040500	4.2766294e7	-0.005649717514124299
"2015-11-09"	"02"	"UCAS3"	"010"	"RANDON PART"	"R$"	2.75	2.78	476	407000	1.123117e6	0.011299435028248598
"2015-11-10"	"02"	"UCAS3"	"010"	"LOCALIZA"	"R$"	27.8	27.5	3155	685700	1.8847601e7	0.011235955056179785
"2015-11-11"	"02"	"UCAS3"	"010"	"COSAN LOG"	"R$"	1.09	1.06	696	359500	382839.0	0.01111111111111112
"2015-11-12"	"02"	"UCAS3"	"010"	"RENOVA"	"R$"	19.94	19.39	38	9800	188251.0	-0.027472527472527496
"2015-11-13"	"02"	"UCAS3"	"010"	"INDS ROMI"	"R$"	2.18	2.17	23	45300	100000.0	-0.011299435028248598
"2015-11-16"	"02"	"UCAS3"	"010"	"ROSSI RESID"	"R$"	0.82	0.75	958	2250400	1.772432e6	0.011494252873563229
"2015-11-17"	"02"	"UCAS3"	"010"	"RUMO LOG"	"R$"	6.04	6.01	2102	705100	4.236852e6	0.0057803468208092535
"2015-11-18"	"02"	"UCAS3"	"010"	"SANTANDER BR"	"R$"	15.43	14.63	4191	972000	1.4383687e7	-0.022988505747126457
"2015-11-19"	"02"	"UCAS3"	"010"	"SANTANDER BR"	"R$"	8.11	7.95	22	7100	56931.0	-0.01734104046242776
"2015-11-23"	"02"	"UCAS3"	"010"	"SANTANDER BR"	"R$"	6.97	7.0	19	7300	50604.0	0.0
